A,N*,N1,N2
0.2,0.13157894736842105,0.11478685383721723,0.11204769736842105
0.4,0.2631578947368421,0.2347183039575676,0.2338610197368421
0.6,0.39473684210526316,0.3544687937057521,0.35567434210526316
0.8,0.5263157894736842,0.4742309656691296,0.4774876644736842
1.0,0.6578947368421053,0.5942379713182946,0.5895353618421053
1.2,0.7894736842105263,0.7140014739475673,0.7113486842105263
1.4,0.9210526315789473,0.8338166955812791,0.8331620065789473
1.6,1.0526315789473684,0.9534102777669329,0.9549753289473684
1.8,1.1842105263157894,1.073039864435858,1.0767886513157894
2.0,1.3157894736842106,1.1932073769180223,1.1888363486842106
2.2,1.4473684210526316,1.3129894501559913,1.3106496710526316
2.4,1.5789473684210527,1.4327477274542806,1.4324629934210527
2.6,1.7105263157894737,1.552266778430336,1.5542763157894737
2.8,1.8421052631578947,1.6722758957659154,1.6760896381578947
3.0,1.9736842105263157,1.7921614218909492,1.7881373355263157
3.2,2.1052631578947367,1.9118873035007078,1.9099506578947367
3.4,2.236842105263158,2.0317163095325683,2.031763980263158
3.6,2.3684210526315788,2.1513926138653563,2.1535773026315788
3.8,2.5,2.2714690659033767,2.275390625
4.0,2.6315789473684212,2.3913585626179654,2.3874383223684212
4.2,2.763157894736842,2.5110111042460037,2.509251644736842
4.4,2.8947368421052633,2.6307790895788874,2.6310649671052633
4.6,3.026315789473684,2.750487574384212,2.752878289473684
4.8,3.1578947368421053,2.870511721471184,2.8746916118421053
5.0,3.289473684210526,2.9901600910522026,2.986739309210526
5.5,3.6184210526315788,3.289776092368707,3.2863898026315788
6.0,3.9473684210526314,3.5892537077721354,3.5860402960526314
6.5,4.276315789473684,3.888844772378407,3.885690789473684
7.0,4.605263157894737,4.188333721464472,4.185341282894737
7.5,4.934210526315789,4.488003498509924,4.484991776315789
8.0,5.2631578947368425,4.78765886740705,4.7846422697368425
8.5,5.592105263157895,5.0871127757465775,5.084292763157895
9.0,5.921052631578947,5.386780642268034,5.383943256578947
9.5,6.25,5.6864294927350905,5.68359375
10.0,6.578947368421052,5.985982771375218,5.983244243421052
10.5,6.907894736842105,6.285568280428156,6.282894736842105
11.0,7.2368421052631575,6.5853186078818045,6.5825452302631575
11.5,7.565789473684211,6.884926399448972,6.882195723684211
12.0,7.894736842105263,7.184565102034249,7.181846217105263
12.5,8.223684210526315,7.484185128940767,7.481496710526315
13.0,8.552631578947368,7.784021845881149,7.781147203947368
13.5,8.881578947368421,8.0836688301324,8.080797697368421
14.0,9.210526315789474,8.383342361244784,8.380448190789474
14.5,9.539473684210526,8.682951811527442,8.680098684210526
15.0,9.868421052631579,8.982598157990658,8.979749177631579
15.5,10.197368421052632,9.282378491622907,9.279399671052632
16.0,10.526315789473685,9.582037304124249,9.579050164473685
16.5,10.855263157894736,9.881742360138329,9.878700657894736
17.0,11.18421052631579,10.181532023157288,10.17835115131579
17.5,11.513157894736842,10.481241139292726,10.478001644736842
18.0,11.842105263157894,10.78098076227668,10.777652138157894
18.5,12.171052631578947,11.080982930426767,11.077302631578947
19.0,12.5,11.380520869185517,11.376953125
19.5,12.828947368421053,11.680537827367948,11.676603618421053
20.0,13.157894736842104,11.980204423512742,11.976254111842104
20.5,13.486842105263158,12.280064776254942,12.275904605263158
21.0,13.81578947368421,12.57987690439559,12.57555509868421
21.5,14.144736842105264,12.879681209564229,12.875205592105264
22.0,14.473684210526315,13.179786197263663,13.174856085526315
22.5,14.802631578947368,13.479471585371313,13.474506578947368
23.0,15.131578947368421,13.779309972443194,13.774157072368421
23.5,15.460526315789474,14.079151076833941,14.073807565789474
24.0,15.789473684210526,14.378971721703586,14.373458059210526
24.5,16.11842105263158,14.67897970876788,14.673108552631579
25.0,16.44736842105263,14.978805043828691,14.97275904605263
26.0,17.105263157894736,15.578931077550028,15.572060032894736
27.0,17.763157894736842,16.179374008695117,16.171361019736842
28.0,18.42105263157895,16.779456421237118,16.77066200657895
29.0,19.07894736842105,17.37945918492289,17.36996299342105
30.0,19.736842105263158,17.979607144617816,17.969263980263158
31.0,20.394736842105264,18.580076553999117,18.568564967105264
32.0,21.05263157894737,19.180800235003964,19.16786595394737
33.0,21.710526315789473,19.78170688562906,19.767166940789473
34.0,22.36842105263158,20.382256994888905,20.37623355263158
35.0,23.026315789473685,20.98308019250694,20.975534539473685
36.0,23.684210526315788,21.584470647161197,21.574835526315788
37.0,24.342105263157894,22.185970214449398,22.174136513157894
38.0,25.0,22.78737803372873,22.7734375
39.0,25.657894736842106,23.389317240456005,23.372738486842106
40.0,26.31578947368421,23.991073124110752,23.97203947368421
41.0,26.973684210526315,24.593826586813353,24.581106085526315
42.0,27.63157894736842,25.196197768803966,25.18040707236842
43.0,28.289473684210527,25.799076107192356,25.779708059210527
44.0,28.94736842105263,26.402940744500043,26.37900904605263
