A,N*,N1,N2
0.2,0.13157894736842105,0.09239312108861822,0.09251644736842105
0.4,0.2631578947368421,0.19053104453718356,0.1947985197368421
0.6,0.39473684210526316,0.288613601696459,0.28731496710526316
0.8,0.5263157894736842,0.3868248104657551,0.3895970394736842
1.0,0.6578947368421053,0.4849552816221616,0.4821134868421053
1.2,0.7894736842105263,0.5828065474204889,0.5843955592105263
1.4,0.9210526315789473,0.680749521431711,0.6769120065789473
1.6,1.0526315789473684,0.7790317947069536,0.7791940789473684
1.8,1.1842105263157894,0.877160876435807,0.8814761513157894
2.0,1.3157894736842106,0.9753845128886744,0.9739925986842106
2.2,1.4473684210526316,1.0735512323845697,1.0762746710526316
2.4,1.5789473684210527,1.171581688010704,1.1687911184210527
2.6,1.7105263157894737,1.2697497591846676,1.2710731907894737
2.8,1.8421052631578947,1.368172082132487,1.3733552631578947
3.0,1.9736842105263157,1.4664475737798903,1.4658717105263157
3.2,2.1052631578947367,1.5649527523338058,1.5681537828947367
3.4,2.236842105263158,1.6636047269245244,1.660670230263158
3.6,2.3684210526315788,1.7619588106558606,1.7629523026315788
3.8,2.5,1.8606782913484576,1.865234375
4.0,2.6315789473684212,1.9593858494145098,1.9577508223684212
4.2,2.763157894736842,2.0582650115663803,2.060032894736842
4.4,2.8947368421052633,2.1570131217694066,2.1623149671052633
4.6,3.026315789473684,2.2560370259530154,2.254831414473684
4.8,3.1578947368421053,2.3549734418239865,2.3571134868421053
5.0,3.289473684210526,2.454262164968913,2.459395559210526
5.5,3.6184210526315788,2.7025510098162364,2.7102179276315788
6.0,3.9473684210526314,2.951888835570627,2.9610402960526314
6.5,4.276315789473684,3.2030192680991747,3.211862664473684
7.0,4.605263157894737,3.4547647727392765,3.462685032894737
7.5,4.934210526315789,3.708500278070403,3.7232730263157894
8.0,5.2631578947368425,3.964260971724349,3.9838610197368425
8.5,5.592105263157895,4.2228492245464935,4.244449013157895
9.0,5.921052631578947,4.48412033733792,4.524568256578947
9.5,6.25,4.749180136951693,4.8046875
10.0,6.578947368421052,5.019293956759178,5.104337993421052
10.5,6.907894736842105,5.294611932885601,5.413754111842105
11.0,7.2368421052631575,5.576660560678877,5.7524671052631575
11.5,7.565789473684211,5.868216308078768,6.110711348684211
12.0,7.894736842105263,6.172012035452543,6.468955592105263
