,idx,mean_val,std_up,std_down
0,-6.071949053964433,,,
1,-5.7762961872064,,,
2,-5.571949053964433,,,
3,-5.366556941286244,,,
4,-5.230152230092419,,,
5,-5.057135631330093,,,
6,-4.979000335817556,,,
7,-4.896542757865708,,,
8,-4.805482003785883,,,
9,-4.738339581737767,,,
10,-4.706364067821852,,,
11,-4.656935631330188,,,
12,-4.607135631330183,,,
13,-4.529771899325979,,,
14,-4.4549837370553895,,,
15,-4.377718271781736,,,
16,-4.305282003785933,,,
17,-4.237539581737787,,,
18,-4.20536406782183,,,
19,-4.155935631330166,,,
20,-4.106535631330152,,,
21,-4.052188498088183,,,
22,-3.9993018428815654,,,
23,-3.931277356797527,,,
24,-3.8803057932891543,,,
25,-3.829905793289208,,,
26,-3.7846529265311672,,,
27,-3.7373395817377912,,,
28,-3.7061640678218106,,,
29,-3.6571356313301386,,,
30,-3.611428810392529,,,
31,-3.574824099198709,,,
32,-3.525024099198704,,,
33,-3.477329556670277,,,
34,-3.4277295566702684,,,
35,-3.3819057932890706,,,
36,-3.3315057932890797,,,
37,-3.2852529265310624,,,
38,-3.2375395817376953,,,
39,-3.2051640678217885,,,
40,-3.155735631330171,,,
41,-3.1108288103925883,,,
42,-3.0746240991987586,,,
43,-3.0252240991987445,,,
44,-2.978329556670299,,,
45,-2.9279295566703087,,,
46,-2.8813057932891306,,,
47,-2.83130579328913,,,
48,-2.785252926531108,,,
49,-2.7379395817377317,,,
50,-2.70596406782177,,,
51,-2.656135631330162,,,
52,-2.6108288103925887,,,
53,-2.5746240991987586,,,
54,-2.5244240991987636,,,
55,-2.4775295566703184,,,
56,-2.445354042754316,,,
57,-2.39930184288152,,,
58,-2.3569712585628233,,,
59,-2.324913680610966,,,
60,-2.2811474690595768,,,
61,-2.2369395817378006,,,
62,-2.2053640678218294,,,
63,-2.1559356313301667,,,
64,-2.1132050470114336,,,
65,-2.0816935148800306,,,
66,-2.049835936928169,,,
67,-2.0050280496063615,,,
68,-1.9757579931619638,,,
69,-1.9453540427543612,,,
70,-1.899901842881551,,,
71,-1.8573712585628592,,,
72,-1.8255136806109973,,,
73,-1.782547469059589,,,
74,-1.7377395817377816,,,
75,-1.70576406782182,,,
76,-1.657135631330093,,,
77,-1.615005047011391,,,
78,-1.5830935148799974,,,
79,-1.5506359369281497,,,
80,-1.505428049606352,,,
81,-1.4753579931620187,,,
82,-1.4441540427543895,,,
83,-1.398501842881584,,,
84,-1.356771258562873,,,
85,-1.324713680611016,,,
86,-1.2821474690595984,,,
87,-1.2377395817377816,,,
88,-1.2086695252934248,,,
89,-1.1772655748858003,,,
90,-1.1363065540753763,,,
91,-1.1077712585628494,,,
92,-1.080006859673429,,,
93,-1.0502359369281593,,,
94,-1.0060280496063378,,,
95,-0.9767579931620312,,,
96,-0.9451540427543659,,,
97,-0.8989018428815747,,,
98,-0.8569712585628686,,,
99,-0.8292068596734478,,,
100,-0.800035936928164,,,
101,-0.7601751828483561,,,
102,-0.7339917816105727,,,
103,-0.7056932886745029,,,
104,-0.6772655748857094,,,
105,-0.6351065540753138,,,
106,-0.6063712585627462,,,
107,-0.5784068596732846,,,
108,-0.5492359369280464,,,
109,-0.5050280496062703,,,
110,-0.47615799316195445,,,
111,-0.44535404275436113,,,
112,-0.399501842881606,,,
113,-0.3567712585629187,,,
114,-0.32900685967349785,,,
115,-0.28604064812204416,,,
116,-0.24123276080023665,,,
117,-0.21176270435584396,,,
118,-0.18115875394820052,,,
119,-0.13433499056702675,,,
120,-0.10242345843563305,,,
121,-0.07016588048378078,,,
122,-0.023452535690390134,,,
123,0.024242006838036116,,,
124,0.054645957245638845,,,
125,0.09989815711845361,,,
126,0.1416287414371646,,,
127,0.16979314032657597,,,
128,0.212559351877989,,,
129,0.25796723919978226,,,
130,0.288237295644156,,,
131,0.31944124605178537,,,
132,0.3658650094329685,,,
133,0.39777654156436226,,,
134,0.429634119516224,,,
135,0.4761474643096193,,,
136,0.5234420068380097,,,
137,0.5544459572455981,,,
138,0.6002981571183986,,,
139,0.6422287414371051,,,
140,0.6703931403265163,,,
141,0.7133593518779702,,,
142,0.757767239199787,,,
143,0.7872372956441798,,,
144,0.8184412460518089,,,
145,0.8650650094329875,,,
146,0.8971765415643764,,,
147,0.9288341195161974,,,
148,0.9788341195161975,,,
149,1.0292341195162336,,,
150,1.0786625560078964,,,
151,1.12548631938907,,,
152,1.171793140326665,,,
153,1.209127130703497,,,
154,1.2493878847832953,,,
155,1.2757712860210284,,,
156,1.3040697789570528,,,
157,1.3312974927458292,1.0120651501778286,1.0433492947576817,0.9807810055979755
158,1.3654650094329779,1.0109082932674522,1.0371378521933332,0.9846787343415714
159,1.3971765415643764,1.0098345920259857,1.031498643613499,0.9881705404384723
160,1.4290341195162382,1.009127299225782,1.0262817582356787,0.9919728402158853
161,1.4663681098930699,1.0089233769236956,1.0209717241205083,0.9968750297268829
162,1.5144626524214868,1.0063076567187237,1.013136764453565,0.9994785489838824
163,1.5454666028290753,1.0039406680562193,1.012180793905876,0.9957005422065627
164,1.5907188027019354,0.9982981334101095,1.014221054832347,0.982375211987872
165,1.6332493870206732,0.9921301286312307,1.011880479664079,0.9723797775983826
166,1.670993140326639,0.9849376842755954,1.0064962119686078,0.9633791565825829
167,1.708127130703475,0.9786369456918388,1.0059284132566504,0.9513454781270272
168,1.7529350180252823,0.9743556250531809,1.004164388043115,0.9445468620632468
169,1.782605074469625,0.9739155002597917,1.0056485270219986,0.9421824734975848
