,idx,mean_val,std_up,std_down
0,-5.718593962111462,,,
1,-5.48865860487407,,,
2,-5.330469536418927,,,
3,-5.206791175846638,,,
4,-5.088658604874161,,,
5,-4.965893797496719,,,
6,-4.865893797496719,,,
7,-4.766893797496695,,,
8,-4.666293797496709,,,
9,-4.5660937974967135,,,
10,-4.478159291030305,,,
11,-4.385129840890259,,,
12,-4.312583552107983,,,
13,-4.2366619126802645,,,
14,-4.155194483652776,,,
15,-4.065893797496628,,,
16,-3.9779592910302193,,,
17,-3.8841298408901914,,,
18,-3.812783552107933,,,
19,-3.7438509811353855,,,
20,-3.6860619126802328,,,
21,-3.6154937974965917,,,
22,-3.5394586048740515,,,
23,-3.4576946482676147,,,
24,-3.3843298408901865,,,
25,-3.312583552107893,,,
26,-3.255909875740673,,,
27,-3.205509875740728,,,
28,-3.158420121129427,,,
29,-3.0999174994794227,,,
30,-3.029852856716905,-15.050806579119664,35.00274014063809,-65.10435329887741
31,-2.9602048936564596,-14.746860452139794,34.76655153720719,-64.26027244148678
32,-2.899505579812563,-12.182103350743974,33.814100468012896,-58.17830716950084
33,-2.8343298408902777,-7.91770506408161,30.39599750272015,-46.23140763088337
34,-2.786061912680278,-5.423208331034115,28.500157999926333,-39.346574661994566
35,-2.754594483652745,-4.32686129808179,27.757643357247364,-36.41136595341094
36,-2.724442446713186,-3.7369759080244287,27.35358945280253,-34.82754126885139
37,-2.685341760557032,-2.975625936377251,26.83001056704283,-32.78126243979733
38,-2.6509174994793536,-2.3063688155679527,26.392339996501956,-31.005077627637863
39,-2.600917499479354,-1.3694079600946896,25.83601469511978,-28.57483061530916
40,-2.5509174994793993,-0.43409072715812275,25.17091495840605,-26.039096412722294
41,-2.4884586048741206,0.7134241207542715,24.369576999052725,-22.94272875754418
42,-2.430669536418968,1.7619678861399946,23.60352478441074,-20.07958901213075
43,-2.377959291030219,2.6761754753856124,22.82041284991832,-17.468061899147095
44,-2.3345298408902275,3.2603986218828913,22.31615564220454,-15.795358398438754
45,-2.2854619126802924,3.851406714799948,21.677080610118573,-13.974267180518675
46,-2.254594483652836,4.101819453055873,21.34673492836876,-13.143096022257017
47,-2.2252424467133034,4.240446925538219,21.056472724301123,-12.575578873224686
48,-2.1853417605571686,4.4183943111649935,20.644195462779756,-11.807406840449767
49,-2.1511174994794855,4.552338465050091,20.262496138906634,-11.157819208806451
50,-2.1074880493394526,4.650470337110805,19.816402589415077,-10.515461915193464
51,-2.0590201211295036,4.753664692171766,19.335974381474898,-9.828644997131368
52,-2.0146937974967014,4.83833735239493,18.907164880866212,-9.230490176076353
53,-1.9646937974967014,4.895867774994103,18.543356212468954,-8.75162066248075
54,-1.9146937974966558,4.9331343833250285,18.226687666314135,-8.36041889966408
55,-1.8777592910302239,4.98746732606573,18.041907772155252,-8.066973120023793
56,-1.8345298408901818,5.053274959924067,17.82577055075498,-7.719220630906847
57,-1.786261912680228,5.058020907645338,17.455643997957267,-7.339602182666591
58,-1.7551944836527764,5.0202254913753865,17.14066304982307,-7.100212067072297
59,-1.7258424467132436,4.920595304306601,16.72804831080791,-6.8868577021947095
60,-1.6869417605570853,4.690659274008141,16.025702265300367,-6.644383717284086
61,-1.6515174994793849,4.354320023614556,15.173509816240127,-6.464869769011016
62,-1.62035354287298,4.050227943822869,14.41132318746173,-6.310867299815992
63,-1.5788561645229842,3.6347361507221594,13.40240729741615,-6.132934995971831
64,-1.5362619126802735,3.302541009642922,12.5014825870325,-5.896400567746655
65,-1.5041944836528454,3.104868817265234,11.925435707353266,-5.715698072822799
66,-1.4627835521080246,3.077362840237721,11.577918257871296,-5.423192577395855
67,-1.4152937974967326,3.1162098809938836,11.295146346142477,-5.06272658415471
68,-1.3769592910303339,3.2912874210059937,11.307870600966629,-4.725295758954642
69,-1.3337298408902918,3.4740332886568,11.344453881043965,-4.396387303730363
70,-1.2854619126803377,3.6241148502077962,11.305503552260697,-4.057273851845105
71,-1.2533944836528643,3.684679543490625,11.249355716140958,-3.879996629159707
72,-1.2240424467132862,3.6852529428518555,11.128728083343713,-3.758222197640002
73,-1.185341760557123,3.6415309145117503,10.893029367328978,-3.6099675383054786
74,-1.1503174994794132,3.5346224954503414,10.558323748488878,-3.4890787575881945
75,-1.1193535428729582,3.4457511397201146,10.264795289020288,-3.3732930095800584
76,-1.0776561645229217,3.338702728258556,9.870236812336277,-3.1928313558191643
77,-1.0350619126802107,3.2405271662560446,9.470674011093294,-2.989619678581205
78,-1.0035944836527686,3.174943191230036,9.172901363147055,-2.823014980686982
79,-0.9617835521079119,3.1020973255970077,8.793855724180773,-2.5896610729867575
80,-0.9150937974966009,3.022145719024161,8.365201059740386,-2.3209096216920626
81,-0.8773592910302334,2.9560796343060516,8.025062834708768,-2.1129035660966644
82,-0.8343298408902321,2.8661188286106243,7.644750301966596,-1.9125126447453469
83,-0.785661912680242,2.755441125562527,7.197515467946237,-1.6866332168211837
84,-0.7543944836527954,2.6712588288236248,6.91620388971409,-1.5736862320668408
85,-0.7242424467132361,2.5775551265313394,6.6457319125645675,-1.4906216595018886
86,-0.6851417605570824,2.452359373625364,6.290940945535607,-1.3862221982848792
87,-0.6507174994793584,2.3374083159783674,5.9747727386031055,-1.2999561066463703
88,-0.6197535428729487,2.2335751479686885,5.687904533740827,-1.2207542378034502
89,-0.5776561645229669,2.0910967795381543,5.296956455151771,-1.1147628960754625
90,-0.5354619126802468,1.950695807701025,4.905241291607676,-1.0038496762056262
91,-0.5045944836527906,1.848584001184109,4.620316186440924,-0.9231481840727054
