,idx,mean_val,std_up,std_down
0,0.0,1.0807685935353077,1.7319939678044947,0.4295432192661207
1,1.5,0.7761698003420191,0.878123494510439,0.6742161061735992
2,2.5,0.7802996306302146,0.8520115648205233,0.7085876964399058
3,3.5,0.7884003973867753,0.8431587258446027,0.7336420689289478
4,4.5,0.7943650668855389,0.8399719932990458,0.7487581404720319
5,5.5,0.7962889221868586,0.8356936168422442,0.7568842275314731
6,6.5,0.7992198476262932,0.833286568556557,0.7651531266960293
7,7.5,0.8007092460866692,0.832049211325921,0.7693692808474173
8,8.5,0.8031762354934551,0.8328038031582085,0.7735486678287017
9,9.5,0.8038212180671125,0.8309963495674478,0.7766460865667771
10,15.0,0.81493569417827,0.8364195322109806,0.7934518561455595
11,25.0,0.8291457902138607,0.8434585567514333,0.8148330236762881
12,35.0,0.8345732461169492,0.8448506283301501,0.8242958639037482
13,45.0,0.8355929156487097,0.8443117792906586,0.8268740520067609
14,55.0,0.8340469879447259,0.842857684537807,0.8252362913516448
15,65.0,,,
16,75.0,,,
17,85.0,,,
